Date_Key,Date,Year,Month,Quarter,Day,Hour
205,2025-01-09,2025,1,1,9,12
206,2025-01-09,2025,1,1,9,13
207,2025-01-09,2025,1,1,9,14
208,2025-01-09,2025,1,1,9,15
209,2025-01-09,2025,1,1,9,16
210,2025-01-09,2025,1,1,9,17
211,2025-01-09,2025,1,1,9,18
212,2025-01-09,2025,1,1,9,19
213,2025-01-09,2025,1,1,9,20
214,2025-01-09,2025,1,1,9,21
215,2025-01-09,2025,1,1,9,22
216,2025-01-09,2025,1,1,9,23
217,2025-01-10,2025,1,1,10,0
218,2025-01-10,2025,1,1,10,1
219,2025-01-10,2025,1,1,10,2
220,2025-01-10,2025,1,1,10,3
221,2025-01-10,2025,1,1,10,4
222,2025-01-10,2025,1,1,10,5
223,2025-01-10,2025,1,1,10,6
224,2025-01-10,2025,1,1,10,7
225,2025-01-10,2025,1,1,10,8
226,2025-01-10,2025,1,1,10,9
227,2025-01-10,2025,1,1,10,10
228,2025-01-10,2025,1,1,10,11
229,2025-01-10,2025,1,1,10,12
230,2025-01-10,2025,1,1,10,13
231,2025-01-10,2025,1,1,10,14
232,2025-01-10,2025,1,1,10,15
233,2025-01-10,2025,1,1,10,16
234,2025-01-10,2025,1,1,10,17
235,2025-01-10,2025,1,1,10,18
236,2025-01-10,2025,1,1,10,19
237,2025-01-10,2025,1,1,10,20
238,2025-01-10,2025,1,1,10,21
239,2025-01-10,2025,1,1,10,22
240,2025-01-10,2025,1,1,10,23
241,2025-01-11,2025,1,1,11,0
242,2025-01-11,2025,1,1,11,1
243,2025-01-11,2025,1,1,11,2
244,2025-01-11,2025,1,1,11,3
245,2025-01-11,2025,1,1,11,4
246,2025-01-11,2025,1,1,11,5
247,2025-01-11,2025,1,1,11,6
248,2025-01-11,2025,1,1,11,7
249,2025-01-11,2025,1,1,11,8
250,2025-01-11,2025,1,1,11,9
251,2025-01-11,2025,1,1,11,10
252,2025-01-11,2025,1,1,11,11
253,2025-01-11,2025,1,1,11,12
254,2025-01-11,2025,1,1,11,13
255,2025-01-11,2025,1,1,11,14
256,2025-01-11,2025,1,1,11,15
257,2025-01-11,2025,1,1,11,16
258,2025-01-11,2025,1,1,11,17
259,2025-01-11,2025,1,1,11,18
260,2025-01-11,2025,1,1,11,19
261,2025-01-11,2025,1,1,11,20
262,2025-01-11,2025,1,1,11,21
263,2025-01-11,2025,1,1,11,22
264,2025-01-11,2025,1,1,11,23
265,2025-01-12,2025,1,1,12,0
266,2025-01-12,2025,1,1,12,1
267,2025-01-12,2025,1,1,12,2
268,2025-01-12,2025,1,1,12,3
269,2025-01-12,2025,1,1,12,4
270,2025-01-12,2025,1,1,12,5
271,2025-01-12,2025,1,1,12,6
272,2025-01-12,2025,1,1,12,7
273,2025-01-12,2025,1,1,12,8
274,2025-01-12,2025,1,1,12,9
275,2025-01-12,2025,1,1,12,10
276,2025-01-12,2025,1,1,12,11
277,2025-01-12,2025,1,1,12,12
278,2025-01-12,2025,1,1,12,13
279,2025-01-12,2025,1,1,12,14
280,2025-01-12,2025,1,1,12,15
281,2025-01-12,2025,1,1,12,16
282,2025-01-12,2025,1,1,12,17
283,2025-01-12,2025,1,1,12,18
284,2025-01-12,2025,1,1,12,19
285,2025-01-12,2025,1,1,12,20
286,2025-01-12,2025,1,1,12,21
287,2025-01-12,2025,1,1,12,22
288,2025-01-12,2025,1,1,12,23
289,2025-01-13,2025,1,1,13,0
290,2025-01-13,2025,1,1,13,1
291,2025-01-13,2025,1,1,13,2
292,2025-01-13,2025,1,1,13,3
293,2025-01-13,2025,1,1,13,4
294,2025-01-13,2025,1,1,13,5
295,2025-01-13,2025,1,1,13,6
296,2025-01-13,2025,1,1,13,7
297,2025-01-13,2025,1,1,13,8
298,2025-01-13,2025,1,1,13,9
299,2025-01-13,2025,1,1,13,10
300,2025-01-13,2025,1,1,13,11
301,2025-01-13,2025,1,1,13,12
302,2025-01-13,2025,1,1,13,13
303,2025-01-13,2025,1,1,13,14
304,2025-01-13,2025,1,1,13,15
305,2025-01-13,2025,1,1,13,16
306,2025-01-13,2025,1,1,13,17
307,2025-01-13,2025,1,1,13,18
308,2025-01-13,2025,1,1,13,19
309,2025-01-13,2025,1,1,13,20
310,2025-01-13,2025,1,1,13,21
311,2025-01-13,2025,1,1,13,22
312,2025-01-13,2025,1,1,13,23
313,2025-01-14,2025,1,1,14,0
314,2025-01-14,2025,1,1,14,1
315,2025-01-14,2025,1,1,14,2
316,2025-01-14,2025,1,1,14,3
317,2025-01-14,2025,1,1,14,4
318,2025-01-14,2025,1,1,14,5
319,2025-01-14,2025,1,1,14,6
320,2025-01-14,2025,1,1,14,7
321,2025-01-14,2025,1,1,14,8
322,2025-01-14,2025,1,1,14,9
323,2025-01-14,2025,1,1,14,10
324,2025-01-14,2025,1,1,14,11
325,2025-01-14,2025,1,1,14,12
326,2025-01-14,2025,1,1,14,13
327,2025-01-14,2025,1,1,14,14
328,2025-01-14,2025,1,1,14,15
329,2025-01-14,2025,1,1,14,16
330,2025-01-14,2025,1,1,14,17
331,2025-01-14,2025,1,1,14,18
332,2025-01-14,2025,1,1,14,19
333,2025-01-14,2025,1,1,14,20
334,2025-01-14,2025,1,1,14,21
335,2025-01-14,2025,1,1,14,22
336,2025-01-14,2025,1,1,14,23
337,2025-01-15,2025,1,1,15,0
338,2025-01-15,2025,1,1,15,1
339,2025-01-15,2025,1,1,15,2
340,2025-01-15,2025,1,1,15,3
341,2025-01-15,2025,1,1,15,4
342,2025-01-15,2025,1,1,15,5
343,2025-01-15,2025,1,1,15,6
344,2025-01-15,2025,1,1,15,7
345,2025-01-15,2025,1,1,15,8
346,2025-01-15,2025,1,1,15,9
347,2025-01-15,2025,1,1,15,10
348,2025-01-15,2025,1,1,15,11
349,2025-01-15,2025,1,1,15,12
350,2025-01-15,2025,1,1,15,13
351,2025-01-15,2025,1,1,15,14
352,2025-01-15,2025,1,1,15,15
353,2025-01-15,2025,1,1,15,16
354,2025-01-15,2025,1,1,15,17
355,2025-01-15,2025,1,1,15,18
356,2025-01-15,2025,1,1,15,19
357,2025-01-15,2025,1,1,15,20
358,2025-01-15,2025,1,1,15,21
359,2025-01-15,2025,1,1,15,22
360,2025-01-15,2025,1,1,15,23
361,2025-01-16,2025,1,1,16,0
362,2025-01-16,2025,1,1,16,1
363,2025-01-16,2025,1,1,16,2
364,2025-01-16,2025,1,1,16,3
365,2025-01-16,2025,1,1,16,4
366,2025-01-16,2025,1,1,16,5
367,2025-01-16,2025,1,1,16,6
368,2025-01-16,2025,1,1,16,7
369,2025-01-16,2025,1,1,16,8
370,2025-01-16,2025,1,1,16,9
371,2025-01-16,2025,1,1,16,10
372,2025-01-16,2025,1,1,16,11
373,2025-01-16,2025,1,1,16,12
374,2025-01-16,2025,1,1,16,13
375,2025-01-16,2025,1,1,16,14
376,2025-01-16,2025,1,1,16,15
377,2025-01-16,2025,1,1,16,16
378,2025-01-16,2025,1,1,16,17
379,2025-01-16,2025,1,1,16,18
380,2025-01-16,2025,1,1,16,19
381,2025-01-16,2025,1,1,16,20
382,2025-01-16,2025,1,1,16,21
383,2025-01-16,2025,1,1,16,22
384,2025-01-16,2025,1,1,16,23
385,2025-01-17,2025,1,1,17,0
386,2025-01-17,2025,1,1,17,1
387,2025-01-17,2025,1,1,17,2
388,2025-01-17,2025,1,1,17,3
389,2025-01-17,2025,1,1,17,4
390,2025-01-17,2025,1,1,17,5
391,2025-01-17,2025,1,1,17,6
392,2025-01-17,2025,1,1,17,7
393,2025-01-17,2025,1,1,17,8
394,2025-01-17,2025,1,1,17,9
395,2025-01-17,2025,1,1,17,10
396,2025-01-17,2025,1,1,17,11
397,2025-01-17,2025,1,1,17,12
398,2025-01-17,2025,1,1,17,13
399,2025-01-17,2025,1,1,17,14
400,2025-01-17,2025,1,1,17,15
401,2025-01-17,2025,1,1,17,16
402,2025-01-17,2025,1,1,17,17
403,2025-01-17,2025,1,1,17,18
404,2025-01-17,2025,1,1,17,19
405,2025-01-17,2025,1,1,17,20
406,2025-01-17,2025,1,1,17,21
407,2025-01-17,2025,1,1,17,22
408,2025-01-17,2025,1,1,17,23
409,2025-01-18,2025,1,1,18,0
410,2025-01-18,2025,1,1,18,1
411,2025-01-18,2025,1,1,18,2
412,2025-01-18,2025,1,1,18,3
413,2025-01-18,2025,1,1,18,4
414,2025-01-18,2025,1,1,18,5
415,2025-01-18,2025,1,1,18,6
416,2025-01-18,2025,1,1,18,7
417,2025-01-18,2025,1,1,18,8
418,2025-01-18,2025,1,1,18,9
419,2025-01-18,2025,1,1,18,10
420,2025-01-18,2025,1,1,18,11
421,2025-01-18,2025,1,1,18,12
422,2025-01-18,2025,1,1,18,13
423,2025-01-18,2025,1,1,18,14
424,2025-01-18,2025,1,1,18,15
425,2025-01-18,2025,1,1,18,16
426,2025-01-18,2025,1,1,18,17
427,2025-01-18,2025,1,1,18,18
428,2025-01-18,2025,1,1,18,19
429,2025-01-18,2025,1,1,18,20
430,2025-01-18,2025,1,1,18,21
431,2025-01-18,2025,1,1,18,22
432,2025-01-18,2025,1,1,18,23
433,2025-01-19,2025,1,1,19,0
434,2025-01-19,2025,1,1,19,1
435,2025-01-19,2025,1,1,19,2
436,2025-01-19,2025,1,1,19,3
437,2025-01-19,2025,1,1,19,4
438,2025-01-19,2025,1,1,19,5
439,2025-01-19,2025,1,1,19,6
440,2025-01-19,2025,1,1,19,7
441,2025-01-19,2025,1,1,19,8
442,2025-01-19,2025,1,1,19,9
443,2025-01-19,2025,1,1,19,10
444,2025-01-19,2025,1,1,19,11
445,2025-01-19,2025,1,1,19,12
446,2025-01-19,2025,1,1,19,13
447,2025-01-19,2025,1,1,19,14
448,2025-01-19,2025,1,1,19,15
449,2025-01-19,2025,1,1,19,16
450,2025-01-19,2025,1,1,19,17
451,2025-01-19,2025,1,1,19,18
452,2025-01-19,2025,1,1,19,19
453,2025-01-19,2025,1,1,19,20
454,2025-01-19,2025,1,1,19,21
455,2025-01-19,2025,1,1,19,22
456,2025-01-19,2025,1,1,19,23
457,2025-01-20,2025,1,1,20,0
458,2025-01-20,2025,1,1,20,1
459,2025-01-20,2025,1,1,20,2
460,2025-01-20,2025,1,1,20,3
461,2025-01-20,2025,1,1,20,4
462,2025-01-20,2025,1,1,20,5
463,2025-01-20,2025,1,1,20,6
464,2025-01-20,2025,1,1,20,7
465,2025-01-20,2025,1,1,20,8
466,2025-01-20,2025,1,1,20,9
467,2025-01-20,2025,1,1,20,10
468,2025-01-20,2025,1,1,20,11
469,2025-01-20,2025,1,1,20,12
470,2025-01-20,2025,1,1,20,13
471,2025-01-20,2025,1,1,20,14
472,2025-01-20,2025,1,1,20,15
473,2025-01-20,2025,1,1,20,16
474,2025-01-20,2025,1,1,20,17
475,2025-01-20,2025,1,1,20,18
476,2025-01-20,2025,1,1,20,19
477,2025-01-20,2025,1,1,20,20
478,2025-01-20,2025,1,1,20,21
479,2025-01-20,2025,1,1,20,22
480,2025-01-20,2025,1,1,20,23
481,2025-01-21,2025,1,1,21,0
482,2025-01-21,2025,1,1,21,1
483,2025-01-21,2025,1,1,21,2
484,2025-01-21,2025,1,1,21,3
485,2025-01-21,2025,1,1,21,4
486,2025-01-21,2025,1,1,21,5
487,2025-01-21,2025,1,1,21,6
488,2025-01-21,2025,1,1,21,7
489,2025-01-21,2025,1,1,21,8
490,2025-01-21,2025,1,1,21,9
491,2025-01-21,2025,1,1,21,10
492,2025-01-21,2025,1,1,21,11
493,2025-01-21,2025,1,1,21,12
494,2025-01-21,2025,1,1,21,13
495,2025-01-21,2025,1,1,21,14
496,2025-01-21,2025,1,1,21,15
497,2025-01-21,2025,1,1,21,16
498,2025-01-21,2025,1,1,21,17
499,2025-01-21,2025,1,1,21,18
500,2025-01-21,2025,1,1,21,19
501,2025-01-21,2025,1,1,21,20
502,2025-01-21,2025,1,1,21,21
503,2025-01-21,2025,1,1,21,22
504,2025-01-21,2025,1,1,21,23
505,2025-01-22,2025,1,1,22,0
506,2025-01-22,2025,1,1,22,1
507,2025-01-22,2025,1,1,22,2
508,2025-01-22,2025,1,1,22,3
509,2025-01-22,2025,1,1,22,4
510,2025-01-22,2025,1,1,22,5
511,2025-01-22,2025,1,1,22,6
512,2025-01-22,2025,1,1,22,7
513,2025-01-22,2025,1,1,22,8
514,2025-01-22,2025,1,1,22,9
515,2025-01-22,2025,1,1,22,10
516,2025-01-22,2025,1,1,22,11
517,2025-01-22,2025,1,1,22,12
518,2025-01-22,2025,1,1,22,13
519,2025-01-22,2025,1,1,22,14
520,2025-01-22,2025,1,1,22,15
521,2025-01-22,2025,1,1,22,16
522,2025-01-22,2025,1,1,22,17
523,2025-01-22,2025,1,1,22,18
524,2025-01-22,2025,1,1,22,19
525,2025-01-22,2025,1,1,22,20
526,2025-01-22,2025,1,1,22,21
527,2025-01-22,2025,1,1,22,22
528,2025-01-22,2025,1,1,22,23
529,2025-01-23,2025,1,1,23,0
530,2025-01-23,2025,1,1,23,1
531,2025-01-23,2025,1,1,23,2
532,2025-01-23,2025,1,1,23,3
533,2025-01-23,2025,1,1,23,4
534,2025-01-23,2025,1,1,23,5
535,2025-01-23,2025,1,1,23,6
536,2025-01-23,2025,1,1,23,7
537,2025-01-23,2025,1,1,23,8
538,2025-01-23,2025,1,1,23,9
539,2025-01-23,2025,1,1,23,10
540,2025-01-23,2025,1,1,23,11
541,2025-01-23,2025,1,1,23,12
542,2025-01-23,2025,1,1,23,13
543,2025-01-23,2025,1,1,23,14
544,2025-01-23,2025,1,1,23,15
545,2025-01-23,2025,1,1,23,16
546,2025-01-23,2025,1,1,23,17
547,2025-01-23,2025,1,1,23,18
548,2025-01-23,2025,1,1,23,19
549,2025-01-23,2025,1,1,23,20
550,2025-01-23,2025,1,1,23,21
551,2025-01-23,2025,1,1,23,22
552,2025-01-23,2025,1,1,23,23
553,2025-01-24,2025,1,1,24,0
554,2025-01-24,2025,1,1,24,1
555,2025-01-24,2025,1,1,24,2
556,2025-01-24,2025,1,1,24,3
557,2025-01-24,2025,1,1,24,4
558,2025-01-24,2025,1,1,24,5
559,2025-01-24,2025,1,1,24,6
560,2025-01-24,2025,1,1,24,7
561,2025-01-24,2025,1,1,24,8
562,2025-01-24,2025,1,1,24,9
563,2025-01-24,2025,1,1,24,10
564,2025-01-24,2025,1,1,24,11
565,2025-01-24,2025,1,1,24,12
566,2025-01-24,2025,1,1,24,13
567,2025-01-24,2025,1,1,24,14
568,2025-01-24,2025,1,1,24,15
569,2025-01-24,2025,1,1,24,16
570,2025-01-24,2025,1,1,24,17
571,2025-01-24,2025,1,1,24,18
572,2025-01-24,2025,1,1,24,19
573,2025-01-24,2025,1,1,24,20
574,2025-01-24,2025,1,1,24,21
575,2025-01-24,2025,1,1,24,22
576,2025-01-24,2025,1,1,24,23
577,2025-01-25,2025,1,1,25,0
578,2025-01-25,2025,1,1,25,1
579,2025-01-25,2025,1,1,25,2
580,2025-01-25,2025,1,1,25,3
581,2025-01-25,2025,1,1,25,4
582,2025-01-25,2025,1,1,25,5
583,2025-01-25,2025,1,1,25,6
584,2025-01-25,2025,1,1,25,7
585,2025-01-25,2025,1,1,25,8
586,2025-01-25,2025,1,1,25,9
587,2025-01-25,2025,1,1,25,10
588,2025-01-25,2025,1,1,25,11
589,2025-01-25,2025,1,1,25,12
590,2025-01-25,2025,1,1,25,13
591,2025-01-25,2025,1,1,25,14
592,2025-01-25,2025,1,1,25,15
593,2025-01-25,2025,1,1,25,16
594,2025-01-25,2025,1,1,25,17
595,2025-01-25,2025,1,1,25,18
596,2025-01-25,2025,1,1,25,19
597,2025-01-25,2025,1,1,25,20
598,2025-01-25,2025,1,1,25,21
599,2025-01-25,2025,1,1,25,22
600,2025-01-25,2025,1,1,25,23
601,2025-01-26,2025,1,1,26,0
602,2025-01-26,2025,1,1,26,1
603,2025-01-26,2025,1,1,26,2
604,2025-01-26,2025,1,1,26,3
605,2025-01-26,2025,1,1,26,4
606,2025-01-26,2025,1,1,26,5
607,2025-01-26,2025,1,1,26,6
608,2025-01-26,2025,1,1,26,7
609,2025-01-26,2025,1,1,26,8
610,2025-01-26,2025,1,1,26,9
611,2025-01-26,2025,1,1,26,10
612,2025-01-26,2025,1,1,26,11
613,2025-01-26,2025,1,1,26,12
614,2025-01-26,2025,1,1,26,13
615,2025-01-26,2025,1,1,26,14
616,2025-01-26,2025,1,1,26,15
617,2025-01-26,2025,1,1,26,16
618,2025-01-26,2025,1,1,26,17
619,2025-01-26,2025,1,1,26,18
620,2025-01-26,2025,1,1,26,19
621,2025-01-26,2025,1,1,26,20
622,2025-01-26,2025,1,1,26,21
623,2025-01-26,2025,1,1,26,22
624,2025-01-26,2025,1,1,26,23
625,2025-01-27,2025,1,1,27,0
626,2025-01-27,2025,1,1,27,1
627,2025-01-27,2025,1,1,27,2
628,2025-01-27,2025,1,1,27,3
629,2025-01-27,2025,1,1,27,4
630,2025-01-27,2025,1,1,27,5
631,2025-01-27,2025,1,1,27,6
632,2025-01-27,2025,1,1,27,7
633,2025-01-27,2025,1,1,27,8
634,2025-01-27,2025,1,1,27,9
635,2025-01-27,2025,1,1,27,10
636,2025-01-27,2025,1,1,27,11
637,2025-01-27,2025,1,1,27,12
638,2025-01-27,2025,1,1,27,13
639,2025-01-27,2025,1,1,27,14
640,2025-01-27,2025,1,1,27,15
641,2025-01-27,2025,1,1,27,16
642,2025-01-27,2025,1,1,27,17
643,2025-01-27,2025,1,1,27,18
644,2025-01-27,2025,1,1,27,19
645,2025-01-27,2025,1,1,27,20
646,2025-01-27,2025,1,1,27,21
647,2025-01-27,2025,1,1,27,22
648,2025-01-27,2025,1,1,27,23
649,2025-01-28,2025,1,1,28,0
650,2025-01-28,2025,1,1,28,1
651,2025-01-28,2025,1,1,28,2
652,2025-01-28,2025,1,1,28,3
653,2025-01-28,2025,1,1,28,4
654,2025-01-28,2025,1,1,28,5
655,2025-01-28,2025,1,1,28,6
656,2025-01-28,2025,1,1,28,7
657,2025-01-28,2025,1,1,28,8
658,2025-01-28,2025,1,1,28,9
659,2025-01-28,2025,1,1,28,10
660,2025-01-28,2025,1,1,28,11
661,2025-01-28,2025,1,1,28,12
662,2025-01-28,2025,1,1,28,13
663,2025-01-28,2025,1,1,28,14
664,2025-01-28,2025,1,1,28,15
665,2025-01-28,2025,1,1,28,16
666,2025-01-28,2025,1,1,28,17
667,2025-01-28,2025,1,1,28,18
668,2025-01-28,2025,1,1,28,19
669,2025-01-28,2025,1,1,28,20
670,2025-01-28,2025,1,1,28,21
671,2025-01-28,2025,1,1,28,22
672,2025-01-28,2025,1,1,28,23
673,2025-01-29,2025,1,1,29,0
674,2025-01-29,2025,1,1,29,1
675,2025-01-29,2025,1,1,29,2
676,2025-01-29,2025,1,1,29,3
677,2025-01-29,2025,1,1,29,4
678,2025-01-29,2025,1,1,29,5
679,2025-01-29,2025,1,1,29,6
680,2025-01-29,2025,1,1,29,7
681,2025-01-29,2025,1,1,29,8
682,2025-01-29,2025,1,1,29,9
683,2025-01-29,2025,1,1,29,10
684,2025-01-29,2025,1,1,29,11
685,2025-01-29,2025,1,1,29,12
686,2025-01-29,2025,1,1,29,13
687,2025-01-29,2025,1,1,29,14
688,2025-01-29,2025,1,1,29,15
689,2025-01-29,2025,1,1,29,16
690,2025-01-29,2025,1,1,29,17
691,2025-01-29,2025,1,1,29,18
692,2025-01-29,2025,1,1,29,19
693,2025-01-29,2025,1,1,29,20
694,2025-01-29,2025,1,1,29,21
695,2025-01-29,2025,1,1,29,22
696,2025-01-29,2025,1,1,29,23
697,2025-01-30,2025,1,1,30,0
