Read_ID,Date_Key,Utility_Key,Vendor_Key,Customer_Key,Consumption_kWh,Cost,Revenue,Profit
115,4177,1,1,6,29.33,2.93,4.4,1.47
116,3466,3,2,14,10.77,1.08,1.62,0.54
117,5845,1,3,3,16.68,1.67,2.5,0.83
118,3712,2,2,31,43.73,4.37,6.56,2.19
119,5060,3,1,34,23.17,2.32,3.48,1.16
120,6478,2,2,1,40.91,4.09,6.14,2.05
121,1095,1,1,12,34.42,3.44,5.16,1.72
122,437,2,1,42,33.61,3.36,5.04,1.68
123,1437,2,1,22,42.9,4.29,6.44,2.15
124,3400,2,2,48,33.77,3.38,5.07,1.69
125,6641,1,2,38,34.87,3.49,5.23,1.74
126,3236,2,3,49,8.22,0.82,1.23,0.41
127,1250,3,3,32,8.79,0.88,1.32,0.44
128,1748,1,2,20,31.79,3.18,4.77,1.59
129,7219,1,1,3,36.73,3.67,5.51,1.84
130,2957,3,3,11,5.9,0.59,0.88,0.29
131,6782,1,2,8,38.81,3.88,5.82,1.94
132,5725,1,1,3,26.35,2.64,3.95,1.31
133,3063,1,2,37,12.96,1.3,1.94,0.64
134,4934,2,1,13,42.98,4.3,6.45,2.15
135,8683,1,2,42,7.27,0.73,1.09,0.36
136,4801,1,1,2,28.98,2.9,4.35,1.45
137,1285,2,1,28,40.62,4.06,6.09,2.03
138,5032,2,2,39,37.18,3.72,5.58,1.86
139,7005,3,1,11,28.29,2.83,4.24,1.41
140,2073,2,3,21,27.3,2.73,4.1,1.37
141,2606,2,3,22,7.38,0.74,1.11,0.37
142,8362,2,2,43,17.92,1.79,2.69,0.9
143,6231,1,2,22,46.6,4.66,6.99,2.33
144,1265,2,3,48,38.09,3.81,5.71,1.9
145,7844,3,3,21,13.29,1.33,1.99,0.66
146,5982,1,3,48,47.03,4.7,7.05,2.35
147,6609,1,2,46,32.58,3.26,4.89,1.63
148,8711,1,1,40,32.68,3.27,4.9,1.63
149,8493,2,2,18,43.61,4.36,6.54,2.18
150,8359,2,3,31,33.99,3.4,5.1,1.7
151,2763,3,2,6,43.89,4.39,6.58,2.19
152,4693,1,3,28,33.54,3.35,5.03,1.68
153,2392,3,2,30,24.88,2.49,3.73,1.24
154,3793,1,1,46,33.62,3.36,5.04,1.68
155,6245,3,1,29,31.39,3.14,4.71,1.57
156,3960,2,1,27,33.75,3.38,5.06,1.68
157,4765,2,2,16,39.15,3.92,5.87,1.95
158,762,3,1,29,27.72,2.77,4.16,1.39
159,5715,2,2,18,22.68,2.27,3.4,1.13
160,4761,3,3,44,37.43,3.74,5.61,1.87
161,6647,3,2,10,36.96,3.7,5.54,1.84
162,1313,3,2,36,44.35,4.44,6.65,2.21
163,4744,3,3,10,28.77,2.88,4.32,1.44
164,6896,3,2,40,43.41,4.34,6.51,2.17
165,4996,2,3,47,44.02,4.4,6.6,2.2
166,3793,3,1,2,30.5,3.05,4.58,1.53
167,6378,3,2,2,38.44,3.84,5.77,1.93
168,5775,1,1,31,32.12,3.21,4.82,1.61
169,7533,2,2,25,20.31,2.03,3.05,1.02
170,5552,3,3,43,46.76,4.68,7.01,2.33
171,8595,3,3,37,16.62,1.66,2.49,0.83
172,1236,3,1,44,40.96,4.1,6.14,2.04
173,6521,2,2,27,37.69,3.77,5.65,1.88
174,6379,1,1,9,15.72,1.57,2.36,0.79
175,7905,3,1,6,7.32,0.73,1.1,0.37
176,584,3,1,50,22.93,2.29,3.44,1.15
177,6319,3,1,16,18.04,1.8,2.71,0.91
178,7429,1,1,19,37.88,3.79,5.68,1.89
179,8426,1,3,9,42.83,4.28,6.42,2.14
180,1974,3,2,21,10.64,1.06,1.6,0.54
181,3202,2,3,12,19.01,1.9,2.85,0.95
182,2801,1,2,4,20.99,2.1,3.15,1.05
183,5165,3,2,25,28.54,2.85,4.28,1.43
184,4581,2,2,44,47.95,4.8,7.19,2.39
185,125,3,3,26,10.63,1.06,1.59,0.53
186,8190,2,3,3,31.37,3.14,4.71,1.57
187,1662,3,2,40,11.73,1.17,1.76,0.59
188,4983,3,2,7,21.64,2.16,3.25,1.09
189,1768,3,3,20,11.78,1.18,1.77,0.59
190,7147,3,3,38,38.47,3.85,5.77,1.92
191,2734,2,3,45,29.6,2.96,4.44,1.48
192,7882,3,1,47,32.36,3.24,4.85,1.61
193,4786,1,3,1,39.15,3.92,5.87,1.95
194,3667,1,1,27,29.99,3.0,4.5,1.5
195,8602,2,2,46,37.92,3.79,5.69,1.9
196,7433,3,2,5,41.57,4.16,6.24,2.08
197,6862,2,2,28,14.62,1.46,2.19,0.73
198,7369,2,2,22,26.19,2.62,3.93,1.31
199,2974,2,3,40,43.55,4.35,6.53,2.18
200,4755,3,3,37,27.25,2.72,4.09,1.37
201,6802,2,1,47,17.62,1.76,2.64,0.88
202,3600,3,3,46,33.18,3.32,4.98,1.66
203,5670,1,3,38,7.3,0.73,1.1,0.37
204,4909,2,1,1,22.08,2.21,3.31,1.1
205,96,3,2,1,24.75,2.48,3.71,1.23
206,1595,1,3,18,43.82,4.38,6.57,2.19
207,1196,3,2,11,15.33,1.53,2.3,0.77
208,6108,2,3,19,16.13,1.61,2.42,0.81
209,170,1,3,18,23.85,2.39,3.58,1.19
210,2103,2,1,37,42.26,4.23,6.34,2.11
211,3035,1,2,4,43.47,4.35,6.52,2.17
212,3275,2,1,27,35.7,3.57,5.36,1.79
213,4749,2,3,5,25.08,2.51,3.76,1.25
214,838,2,2,40,40.84,4.08,6.13,2.05
215,4249,3,1,22,26.0,2.6,3.9,1.3
216,3421,2,1,14,11.19,1.12,1.68,0.56
217,6745,3,1,40,14.53,1.45,2.18,0.73
218,4920,3,3,48,34.38,3.44,5.16,1.72
219,6760,3,1,3,42.97,4.3,6.45,2.15
220,6977,3,1,41,29.19,2.92,4.38,1.46
221,3191,1,1,4,35.38,3.54,5.31,1.77
222,949,2,3,22,21.17,2.12,3.18,1.06
223,5983,3,2,33,15.87,1.59,2.38,0.79
224,7709,1,3,41,31.8,3.18,4.77,1.59
225,3596,1,1,47,21.3,2.13,3.2,1.07
226,3387,2,3,27,15.6,1.56,2.34,0.78
227,5056,1,1,12,28.1,2.81,4.22,1.41
228,1274,2,2,1,5.7,0.57,0.86,0.29
229,7742,3,3,36,27.33,2.73,4.1,1.37
230,5627,2,2,18,10.57,1.06,1.59,0.53
231,5589,1,3,14,34.91,3.49,5.24,1.75
232,2303,3,2,13,32.46,3.25,4.87,1.62
233,3812,3,2,19,7.86,0.79,1.18,0.39
234,2674,1,2,31,19.44,1.94,2.92,0.98
235,7605,2,3,5,16.16,1.62,2.42,0.8
236,4236,3,1,34,17.02,1.7,2.55,0.85
237,8270,1,1,29,13.15,1.32,1.97,0.65
238,6791,1,3,19,9.0,0.9,1.35,0.45
239,5982,3,1,13,13.79,1.38,2.07,0.69
240,911,2,2,5,27.8,2.78,4.17,1.39
241,4724,3,3,47,31.7,3.17,4.76,1.59
242,4042,2,1,18,29.63,2.96,4.44,1.48
243,8374,3,2,16,28.27,2.83,4.24,1.41
244,2208,2,2,13,29.08,2.91,4.36,1.45
245,7099,1,3,3,19.5,1.95,2.92,0.97
246,4870,3,3,32,15.89,1.59,2.38,0.79
247,1709,2,1,19,35.96,3.6,5.39,1.79
248,3716,2,3,31,28.33,2.83,4.25,1.42
249,3758,3,2,6,28.14,2.81,4.22,1.41
250,2922,2,3,48,28.25,2.82,4.24,1.42
251,4774,3,3,5,36.13,3.61,5.42,1.81
252,3317,3,2,13,40.68,4.07,6.1,2.03
253,4665,3,1,2,37.49,3.75,5.62,1.87
254,498,1,3,30,36.73,3.67,5.51,1.84
255,7724,3,1,7,44.17,4.42,6.63,2.21
256,8715,1,3,28,45.24,4.52,6.79,2.27
257,6099,3,2,13,30.25,3.03,4.54,1.51
258,8,1,1,7,47.67,4.77,7.15,2.38
259,7539,1,1,48,13.7,1.37,2.05,0.68
260,7426,3,2,38,38.94,3.89,5.84,1.95
261,3004,1,3,42,29.22,2.92,4.38,1.46
262,6289,1,1,46,33.63,3.36,5.04,1.68
263,1676,3,3,39,32.76,3.28,4.91,1.63
264,3649,3,1,48,41.72,4.17,6.26,2.09
265,7620,1,1,20,38.98,3.9,5.85,1.95
266,6070,2,3,34,11.7,1.17,1.76,0.59
267,5714,2,3,44,43.64,4.36,6.55,2.19
268,1638,3,2,4,41.73,4.17,6.26,2.09
269,7805,2,2,34,25.74,2.57,3.86,1.29
270,603,3,1,28,32.1,3.21,4.82,1.61
271,3611,2,2,3,41.15,4.12,6.17,2.05
272,8235,1,1,8,42.13,4.21,6.32,2.11
273,2196,3,2,9,9.18,0.92,1.38,0.46
274,1821,1,2,16,27.06,2.71,4.06,1.35
275,7971,3,3,7,45.28,4.53,6.79,2.26
276,7841,3,1,26,27.86,2.79,4.18,1.39
277,5664,1,3,34,46.56,4.66,6.98,2.32
278,4564,1,3,21,26.0,2.6,3.9,1.3
279,2449,2,3,46,7.74,0.77,1.16,0.39
280,4318,2,2,22,42.91,4.29,6.44,2.15
281,2522,1,1,7,43.46,4.35,6.52,2.17
282,7278,2,1,27,40.45,4.05,6.07,2.02
283,1156,1,2,20,5.35,0.54,0.8,0.26
284,1126,2,2,48,19.46,1.95,2.92,0.97
285,1896,1,3,6,35.47,3.55,5.32,1.77
286,816,3,1,12,19.7,1.97,2.95,0.98
287,8734,3,2,8,48.54,4.85,7.28,2.43
288,511,3,2,26,14.68,1.47,2.2,0.73
289,4407,3,1,19,44.03,4.4,6.6,2.2
290,7647,3,3,17,11.85,1.18,1.78,0.6
291,5248,3,1,6,21.45,2.14,3.22,1.08
292,3365,3,2,20,44.91,4.49,6.74,2.25
293,3080,2,3,35,7.52,0.75,1.13,0.38
294,7671,2,3,32,6.76,0.68,1.01,0.33
295,5292,1,2,16,17.54,1.75,2.63,0.88
296,3050,3,2,3,8.42,0.84,1.26,0.42
297,742,3,1,39,16.05,1.61,2.41,0.8
298,7635,3,2,44,14.52,1.45,2.18,0.73
299,6341,2,2,14,24.24,2.42,3.64,1.22
300,1769,1,3,34,47.22,4.72,7.08,2.36
301,1343,2,1,19,23.71,2.37,3.56,1.19
302,5507,1,2,40,14.54,1.45,2.18,0.73
303,2660,2,2,26,24.62,2.46,3.69,1.23
304,4033,3,3,35,35.17,3.52,5.28,1.76
305,8125,3,2,17,22.84,2.28,3.43,1.15
306,846,3,2,9,47.67,4.77,7.15,2.38
307,2494,1,2,17,17.86,1.79,2.68,0.89
308,6971,3,1,5,31.37,3.14,4.71,1.57
309,1293,2,2,9,34.41,3.44,5.16,1.72
310,1618,2,1,6,43.61,4.36,6.54,2.18
311,6628,1,2,5,15.15,1.52,2.27,0.75
312,5974,1,3,34,36.6,3.66,5.49,1.83
313,5588,1,2,44,25.01,2.5,3.75,1.25
314,232,2,3,43,5.98,0.6,0.9,0.3
315,6993,1,1,18,7.35,0.74,1.1,0.36
316,140,3,1,14,19.84,1.98,2.98,1.0
317,8031,1,1,31,37.02,3.7,5.55,1.85
318,4268,2,3,2,18.41,1.84,2.76,0.92
319,4986,1,2,36,28.62,2.86,4.29,1.43
320,3273,2,1,9,19.91,1.99,2.99,1.0
321,8369,1,1,3,38.32,3.83,5.75,1.92
322,5912,1,3,14,37.94,3.79,5.69,1.9
323,3300,2,3,14,20.22,2.02,3.03,1.01
324,104,2,2,35,13.54,1.35,2.03,0.68
325,4817,3,2,1,10.05,1.01,1.51,0.5
326,7389,2,2,22,23.56,2.36,3.53,1.17
327,2517,2,2,48,8.75,0.88,1.31,0.43
328,524,1,1,20,19.7,1.97,2.95,0.98
329,7621,1,1,50,12.82,1.28,1.92,0.64
330,7128,1,1,25,34.17,3.42,5.13,1.71
331,5051,3,1,46,45.7,4.57,6.86,2.29
332,3828,2,3,48,33.46,3.35,5.02,1.67
333,4312,1,2,38,19.86,1.99,2.98,0.99
334,4057,2,1,24,22.35,2.24,3.35,1.11
335,5124,2,3,9,25.84,2.58,3.88,1.3
336,2666,1,3,26,35.28,3.53,5.29,1.76
337,3065,2,3,25,38.0,3.8,5.7,1.9
338,8691,3,3,18,26.5,2.65,3.97,1.32
339,366,2,2,30,6.48,0.65,0.97,0.32
340,3624,2,1,31,36.76,3.68,5.51,1.83
341,8119,1,3,50,15.39,1.54,2.31,0.77
342,4880,1,2,34,28.98,2.9,4.35,1.45
343,1555,2,2,12,29.59,2.96,4.44,1.48
344,7907,1,2,41,23.11,2.31,3.47,1.16
345,3478,2,2,36,44.98,4.5,6.75,2.25
346,8521,2,3,6,10.57,1.06,1.59,0.53
347,197,2,2,35,22.51,2.25,3.38,1.13
348,2960,1,1,4,40.62,4.06,6.09,2.03
349,3960,3,2,20,25.12,2.51,3.77,1.26
350,4502,2,3,28,5.22,0.52,0.78,0.26
351,755,3,2,5,45.16,4.52,6.77,2.25
352,926,1,2,25,16.49,1.65,2.47,0.82
353,392,1,3,12,34.89,3.49,5.23,1.74
354,7991,1,1,3,14.25,1.42,2.14,0.72
355,6119,3,2,15,44.01,4.4,6.6,2.2
356,7173,2,2,1,47.68,4.77,7.15,2.38
357,5922,2,3,3,49.56,4.96,7.43,2.47
358,2876,3,1,47,13.76,1.38,2.06,0.68
359,1325,2,1,43,21.71,2.17,3.26,1.09
360,8113,3,1,19,8.41,0.84,1.26,0.42
361,5856,1,2,24,16.7,1.67,2.5,0.83
362,3655,3,1,15,21.72,2.17,3.26,1.09
363,7698,1,1,8,27.86,2.79,4.18,1.39
364,6926,2,1,2,12.11,1.21,1.82,0.61
365,4466,1,3,31,37.31,3.73,5.6,1.87
366,5566,3,1,37,32.04,3.2,4.81,1.61
367,4499,2,3,34,45.13,4.51,6.77,2.26
368,3885,3,2,14,9.63,0.96,1.44,0.48
369,7461,2,3,17,32.03,3.2,4.8,1.6
370,4326,1,1,22,16.67,1.67,2.5,0.83
371,7112,1,3,8,27.9,2.79,4.18,1.39
372,2020,1,1,4,13.96,1.4,2.09,0.69
373,1716,3,2,11,38.2,3.82,5.73,1.91
374,431,3,2,37,20.71,2.07,3.11,1.04
375,4571,1,3,43,30.1,3.01,4.51,1.5
376,3484,3,2,49,35.17,3.52,5.28,1.76
377,5040,1,3,47,19.86,1.99,2.98,0.99
378,1726,3,1,16,48.59,4.86,7.29,2.43
379,8697,2,1,33,32.08,3.21,4.81,1.6
380,1781,1,1,5,32.91,3.29,4.94,1.65
381,5888,1,1,34,37.4,3.74,5.61,1.87
382,4938,3,3,28,14.43,1.44,2.16,0.72
383,5023,3,1,43,27.3,2.73,4.1,1.37
384,11,2,2,11,44.96,4.5,6.74,2.24
385,140,1,3,11,30.69,3.07,4.6,1.53
386,5122,3,3,19,26.26,2.63,3.94,1.31
387,4146,2,3,36,18.16,1.82,2.72,0.9
388,7842,1,2,25,39.28,3.93,5.89,1.96
389,4444,3,1,35,27.9,2.79,4.18,1.39
390,5326,3,1,29,20.05,2.01,3.01,1.0
391,5174,1,3,5,34.63,3.46,5.19,1.73
392,868,3,1,41,7.39,0.74,1.11,0.37
393,2253,2,2,43,18.58,1.86,2.79,0.93
394,5005,2,3,33,26.36,2.64,3.95,1.31
395,6299,2,3,32,11.82,1.18,1.77,0.59
396,505,3,3,24,8.37,0.84,1.26,0.42
397,5913,1,1,38,45.51,4.55,6.83,2.28
398,1258,2,1,45,12.97,1.3,1.95,0.65
399,1193,3,2,15,36.83,3.68,5.52,1.84
400,1488,3,1,28,31.9,3.19,4.78,1.59
401,8225,1,3,1,24.82,2.48,3.72,1.24
402,607,3,2,18,32.45,3.25,4.87,1.62
403,3913,1,2,13,40.75,4.08,6.11,2.03
404,5249,3,1,18,43.42,4.34,6.51,2.17
405,4854,2,3,8,5.77,0.58,0.87,0.29
406,3499,3,2,4,33.17,3.32,4.98,1.66
407,5190,1,3,2,34.08,3.41,5.11,1.7
408,3873,3,1,1,15.11,1.51,2.27,0.76
409,1499,1,3,17,37.88,3.79,5.68,1.89
410,8511,3,2,23,11.47,1.15,1.72,0.57
411,2340,1,2,15,15.33,1.53,2.3,0.77
412,2132,2,2,31,23.77,2.38,3.57,1.19
413,7218,2,1,43,39.71,3.97,5.96,1.99
414,1934,1,1,39,22.4,2.24,3.36,1.12
415,8009,3,1,22,6.68,0.67,1.0,0.33
416,3875,3,3,42,26.93,2.69,4.04,1.35
417,3303,2,3,42,31.26,3.13,4.69,1.56
418,6186,3,1,38,11.4,1.14,1.71,0.57
419,4704,1,3,15,36.82,3.68,5.52,1.84
420,5855,2,2,47,31.71,3.17,4.76,1.59
421,8045,3,2,32,13.44,1.34,2.02,0.68
422,5211,1,3,41,42.94,4.29,6.44,2.15
423,7599,2,2,35,36.71,3.67,5.51,1.84
424,8676,2,3,28,40.08,4.01,6.01,2.0
425,7337,1,2,22,41.69,4.17,6.25,2.08
426,6743,2,3,12,44.22,4.42,6.63,2.21
427,1994,2,2,41,21.11,2.11,3.17,1.06
428,2497,1,1,43,10.67,1.07,1.6,0.53
429,3334,2,2,39,30.44,3.04,4.57,1.53
430,3763,3,1,20,22.04,2.2,3.31,1.11
431,6054,2,3,36,12.55,1.26,1.88,0.62
432,395,3,1,40,39.4,3.94,5.91,1.97
433,629,3,1,16,22.17,2.22,3.33,1.11
434,4178,2,3,21,47.36,4.74,7.1,2.36
435,7790,2,1,4,47.94,4.79,7.19,2.4
436,2590,3,3,46,21.91,2.19,3.29,1.1
437,8035,3,1,11,14.84,1.48,2.23,0.75
438,5576,2,1,15,39.3,3.93,5.9,1.97
439,7436,3,3,49,36.73,3.67,5.51,1.84
440,6934,2,2,13,9.9,0.99,1.48,0.49
441,4918,2,1,2,21.17,2.12,3.18,1.06
442,3721,2,3,23,40.81,4.08,6.12,2.04
443,6554,1,1,12,25.36,2.54,3.8,1.26
444,3079,2,1,15,11.96,1.2,1.79,0.59
445,2507,2,2,8,23.6,2.36,3.54,1.18
446,5997,3,2,41,32.86,3.29,4.93,1.64
447,2991,2,3,23,12.09,1.21,1.81,0.6
448,3487,3,2,5,38.66,3.87,5.8,1.93
449,3465,1,1,3,45.24,4.52,6.79,2.27
450,7124,3,1,48,43.46,4.35,6.52,2.17
451,7293,2,1,26,17.91,1.79,2.69,0.9
452,3233,2,2,1,17.38,1.74,2.61,0.87
453,281,2,3,8,39.94,3.99,5.99,2.0
454,7893,3,1,38,10.76,1.08,1.61,0.53
455,1869,2,3,40,41.02,4.1,6.15,2.05
456,660,3,1,38,9.74,0.97,1.46,0.49
457,7979,2,1,41,32.86,3.29,4.93,1.64
458,6977,3,2,11,19.9,1.99,2.98,0.99
459,6712,3,2,49,10.14,1.01,1.52,0.51
460,5018,1,1,17,29.15,2.92,4.37,1.45
461,4086,2,3,46,46.39,4.64,6.96,2.32
462,722,2,2,24,32.17,3.22,4.83,1.61
463,3462,2,3,50,11.76,1.18,1.76,0.58
464,1610,3,3,43,6.54,0.65,0.98,0.33
465,4912,3,2,23,23.06,2.31,3.46,1.15
466,6281,3,1,26,32.03,3.2,4.8,1.6
467,1099,3,2,19,9.6,0.96,1.44,0.48
468,842,3,3,18,30.05,3.01,4.51,1.5
469,7378,3,2,16,9.42,0.94,1.41,0.47
470,4515,2,3,41,15.81,1.58,2.37,0.79
471,6193,2,1,12,23.88,2.39,3.58,1.19
472,3585,3,3,1,28.64,2.86,4.3,1.44
473,1848,1,1,27,36.21,3.62,5.43,1.81
474,2912,2,3,3,16.63,1.66,2.49,0.83
475,5453,3,3,7,36.25,3.62,5.44,1.82
476,936,2,2,1,23.85,2.39,3.58,1.19
477,6972,1,2,11,37.08,3.71,5.56,1.85
478,1027,3,2,27,31.37,3.14,4.71,1.57
479,1692,1,2,48,17.67,1.77,2.65,0.88
480,6921,3,2,18,30.47,3.05,4.57,1.52
481,564,3,1,22,31.92,3.19,4.79,1.6
482,8193,1,2,18,7.86,0.79,1.18,0.39
483,1274,1,1,34,45.96,4.6,6.89,2.29
484,7688,2,1,8,16.35,1.64,2.45,0.81
485,7434,1,3,1,10.49,1.05,1.57,0.52
486,2765,1,2,30,30.96,3.1,4.64,1.54
487,912,3,1,40,17.17,1.72,2.58,0.86
488,4674,3,3,33,20.59,2.06,3.09,1.03
489,162,3,3,33,27.63,2.76,4.14,1.38
490,4208,2,2,26,43.41,4.34,6.51,2.17
491,4489,2,3,40,31.15,3.12,4.67,1.55
492,4118,1,2,6,28.05,2.8,4.21,1.41
493,3236,1,3,34,21.62,2.16,3.24,1.08
494,1855,2,1,17,6.02,0.6,0.9,0.3
495,2373,1,2,13,46.62,4.66,6.99,2.33
496,1977,3,1,24,31.5,3.15,4.72,1.57
497,2943,2,2,35,22.81,2.28,3.42,1.14
498,6162,2,3,46,12.09,1.21,1.81,0.6
499,7009,1,1,40,23.62,2.36,3.54,1.18
500,4490,3,3,1,5.92,0.59,0.89,0.3
501,282,1,2,48,43.67,4.37,6.55,2.18
502,5496,3,3,8,40.86,4.09,6.13,2.04
503,7346,2,3,37,14.06,1.41,2.11,0.7
504,357,3,2,46,45.04,4.5,6.76,2.26
505,1131,3,3,1,41.27,4.13,6.19,2.06
506,2278,2,1,41,26.43,2.64,3.96,1.32
507,7569,2,3,41,13.81,1.38,2.07,0.69
508,7931,2,3,43,42.99,4.3,6.45,2.15
509,470,2,2,5,10.71,1.07,1.61,0.54
510,2640,3,1,1,30.84,3.08,4.63,1.55
511,1796,1,1,8,23.38,2.34,3.51,1.17
512,3055,2,3,19,42.04,4.2,6.31,2.11
513,8123,1,2,29,29.06,2.91,4.36,1.45
514,5632,1,2,29,25.43,2.54,3.81,1.27
515,3588,3,2,34,29.13,2.91,4.37,1.46
516,7822,1,3,3,17.56,1.76,2.63,0.87
