Read_ID,Date_Key,Utility_Key,Vendor_Key,Customer_Key,Consumption_kWh,Cost,Revenue,Profit
90,7668,1,2,5,20.28,2.03,3.04,1.01
91,5570,2,3,17,16.34,1.63,2.45,0.82
92,477,2,1,39,40.41,4.04,6.06,2.02
93,255,2,2,50,24.34,2.43,3.65,1.22
94,2558,3,2,18,37.91,3.79,5.69,1.9
95,3134,3,3,35,47.8,4.78,7.17,2.39
96,1601,3,2,42,16.34,1.63,2.45,0.82
97,3177,2,2,36,34.23,3.42,5.13,1.71
98,6157,2,3,50,34.88,3.49,5.23,1.74
99,5821,2,2,30,43.98,4.4,6.6,2.2
100,6715,1,1,7,7.54,0.75,1.13,0.38
101,1664,1,1,43,22.97,2.3,3.45,1.15
102,4953,1,1,5,11.28,1.13,1.69,0.56
103,4859,1,3,22,39.54,3.95,5.93,1.98
104,8280,2,2,12,20.06,2.01,3.01,1.0
105,4007,3,3,39,12.15,1.22,1.82,0.6
106,6349,3,2,7,10.28,1.03,1.54,0.51
107,3821,2,2,14,29.56,2.96,4.43,1.47
108,8413,1,3,3,6.72,0.67,1.01,0.34
109,981,3,1,6,48.0,4.8,7.2,2.4
110,6488,3,2,48,34.27,3.43,5.14,1.71
111,1342,3,2,48,42.55,4.26,6.38,2.12
112,7993,2,1,43,32.87,3.29,4.93,1.64
113,1201,1,2,38,38.52,3.85,5.78,1.93
114,211,1,1,48,35.06,3.51,5.26,1.75
115,4659,1,3,8,21.38,2.14,3.21,1.07
116,1439,3,1,40,33.97,3.4,5.1,1.7
117,2973,2,2,48,19.95,2.0,2.99,0.99
118,8706,3,2,21,13.31,1.33,2.0,0.67
119,332,1,1,17,14.67,1.47,2.2,0.73
120,3677,2,1,21,40.74,4.07,6.11,2.04
121,249,2,3,42,20.81,2.08,3.12,1.04
122,6895,1,3,40,13.0,1.3,1.95,0.65
123,8486,2,3,48,14.83,1.48,2.22,0.74
124,1992,1,1,12,34.8,3.48,5.22,1.74
125,5481,2,3,35,38.93,3.89,5.84,1.95
126,435,2,3,11,8.61,0.86,1.29,0.43
127,3042,1,3,31,42.2,4.22,6.33,2.11
128,2716,1,3,43,30.84,3.08,4.63,1.55
129,7471,1,2,20,22.56,2.26,3.38,1.12
130,605,2,3,50,32.31,3.23,4.85,1.62
131,7781,3,3,32,22.22,2.22,3.33,1.11
132,3112,1,1,15,44.99,4.5,6.75,2.25
133,5094,1,3,7,43.75,4.38,6.56,2.18
134,4801,2,3,28,26.82,2.68,4.02,1.34
135,7327,2,2,45,22.97,2.3,3.45,1.15
136,8179,2,3,14,14.04,1.4,2.11,0.71
137,814,1,2,44,34.46,3.45,5.17,1.72
138,1146,3,3,45,43.1,4.31,6.46,2.15
139,4935,2,1,10,49.82,4.98,7.47,2.49
140,1243,2,1,41,17.32,1.73,2.6,0.87
141,240,2,3,28,19.43,1.94,2.91,0.97
142,5996,3,1,21,37.65,3.76,5.65,1.89
143,2743,3,3,31,46.31,4.63,6.95,2.32
144,2920,2,2,22,45.64,4.56,6.85,2.29
145,7659,3,2,1,41.51,4.15,6.23,2.08
146,3060,2,2,1,18.64,1.86,2.8,0.94
147,5056,3,2,44,24.21,2.42,3.63,1.21
148,6775,3,2,27,29.27,2.93,4.39,1.46
149,8568,3,1,42,15.01,1.5,2.25,0.75
150,56,3,3,35,21.02,2.1,3.15,1.05
151,5315,3,3,23,19.4,1.94,2.91,0.97
152,3689,3,1,5,31.09,3.11,4.66,1.55
153,5111,1,2,14,39.12,3.91,5.87,1.96
154,6586,1,1,10,14.52,1.45,2.18,0.73
155,6058,3,3,3,31.61,3.16,4.74,1.58
156,6514,1,3,23,27.61,2.76,4.14,1.38
157,4781,1,1,21,14.96,1.5,2.24,0.74
158,7386,3,1,18,22.32,2.23,3.35,1.12
159,7495,1,1,5,38.53,3.85,5.78,1.93
160,1432,1,3,39,49.82,4.98,7.47,2.49
161,1925,3,1,22,26.22,2.62,3.93,1.31
162,648,1,3,32,36.62,3.66,5.49,1.83
163,195,3,2,44,25.61,2.56,3.84,1.28
164,4182,3,2,20,45.2,4.52,6.78,2.26
165,1936,1,2,12,23.17,2.32,3.48,1.16
166,4263,1,2,34,8.11,0.81,1.22,0.41
167,6743,2,2,32,45.82,4.58,6.87,2.29
168,6988,2,1,40,12.78,1.28,1.92,0.64
169,1907,1,1,44,21.31,2.13,3.2,1.07
170,8680,2,3,12,14.48,1.45,2.17,0.72
171,4387,1,3,2,46.92,4.69,7.04,2.35
172,8031,3,3,21,28.63,2.86,4.29,1.43
173,2739,2,2,28,48.83,4.88,7.32,2.44
174,4860,1,1,22,5.57,0.56,0.84,0.28
175,7656,3,3,48,47.29,4.73,7.09,2.36
176,7387,2,2,6,29.27,2.93,4.39,1.46
177,8369,1,2,3,17.04,1.7,2.56,0.86
178,4772,1,1,34,7.46,0.75,1.12,0.37
179,5649,1,3,7,41.0,4.1,6.15,2.05
180,3272,3,1,6,47.65,4.76,7.15,2.39
181,4468,3,2,22,44.13,4.41,6.62,2.21
182,1491,2,1,27,15.57,1.56,2.34,0.78
183,5016,2,3,40,39.37,3.94,5.91,1.97
184,2992,2,3,7,40.03,4.0,6.0,2.0
185,5517,2,1,7,35.83,3.58,5.37,1.79
186,7726,2,2,34,43.51,4.35,6.53,2.18
187,5834,3,2,39,29.39,2.94,4.41,1.47
188,6385,1,2,33,46.73,4.67,7.01,2.34
189,233,2,1,24,48.17,4.82,7.23,2.41
190,3095,2,1,17,26.02,2.6,3.9,1.3
191,7324,2,3,36,41.34,4.13,6.2,2.07
192,8198,3,1,48,32.49,3.25,4.87,1.62
193,3557,2,1,23,42.36,4.24,6.35,2.11
194,3029,1,1,14,37.0,3.7,5.55,1.85
195,4203,1,2,37,37.62,3.76,5.64,1.88
196,3404,3,1,29,20.69,2.07,3.1,1.03
197,244,1,2,45,26.16,2.62,3.92,1.3
198,1770,3,1,13,5.11,0.51,0.77,0.26
199,7262,1,1,32,45.69,4.57,6.85,2.28
200,5523,2,2,23,15.62,1.56,2.34,0.78
201,3720,2,3,6,49.37,4.94,7.41,2.47
202,176,2,1,36,22.44,2.24,3.37,1.13
203,6536,2,1,16,38.86,3.89,5.83,1.94
204,6494,1,2,39,19.96,2.0,2.99,0.99
205,6985,2,3,19,46.37,4.64,6.96,2.32
206,6747,3,3,15,35.58,3.56,5.34,1.78
207,4548,3,2,20,44.66,4.47,6.7,2.23
208,5431,3,1,47,14.82,1.48,2.22,0.74
209,6025,3,2,49,16.43,1.64,2.46,0.82
210,6639,1,2,20,17.23,1.72,2.58,0.86
211,2041,2,2,10,20.04,2.0,3.01,1.01
212,7829,2,1,15,5.65,0.57,0.85,0.28
213,4254,2,3,28,39.5,3.95,5.92,1.97
214,8181,3,1,44,33.72,3.37,5.06,1.69
215,914,3,2,42,25.27,2.53,3.79,1.26
216,456,2,2,20,5.56,0.56,0.83,0.27
217,6135,3,1,29,22.03,2.2,3.3,1.1
218,7110,3,2,15,14.76,1.48,2.21,0.73
219,1921,1,2,19,8.19,0.82,1.23,0.41
220,4051,2,1,25,22.47,2.25,3.37,1.12
221,4679,3,1,36,24.39,2.44,3.66,1.22
222,7072,1,1,15,34.91,3.49,5.24,1.75
223,3862,2,1,29,5.5,0.55,0.82,0.27
224,6393,2,1,29,24.19,2.42,3.63,1.21
225,4175,3,2,27,19.82,1.98,2.97,0.99
226,7923,1,3,13,28.58,2.86,4.29,1.43
227,8352,2,3,43,21.58,2.16,3.24,1.08
228,4332,2,3,10,21.04,2.1,3.16,1.06
229,1463,3,2,25,22.86,2.29,3.43,1.14
230,8632,3,3,35,33.81,3.38,5.07,1.69
231,6208,3,2,40,48.44,4.84,7.27,2.43
232,4367,1,3,4,42.97,4.3,6.45,2.15
233,6604,2,2,37,33.15,3.32,4.97,1.65
234,6679,1,2,43,29.64,2.96,4.45,1.49
235,8730,1,1,47,45.75,4.58,6.86,2.28
236,2353,3,1,6,37.08,3.71,5.56,1.85
237,65,1,1,31,21.02,2.1,3.15,1.05
238,2663,3,3,44,45.38,4.54,6.81,2.27
239,7001,2,3,24,11.82,1.18,1.77,0.59
240,5928,3,2,21,23.17,2.32,3.48,1.16
241,4836,1,3,34,21.43,2.14,3.21,1.07
242,3289,3,3,43,13.54,1.35,2.03,0.68
243,3300,1,3,4,27.78,2.78,4.17,1.39
244,6829,2,2,4,13.13,1.31,1.97,0.66
245,1093,1,3,43,29.08,2.91,4.36,1.45
246,2164,2,3,23,32.4,3.24,4.86,1.62
247,288,3,2,28,18.38,1.84,2.76,0.92
248,4163,3,2,49,19.23,1.92,2.88,0.96
249,1280,3,1,26,25.31,2.53,3.8,1.27
250,2816,2,2,36,35.63,3.56,5.34,1.78
251,609,2,2,13,49.38,4.94,7.41,2.47
252,4420,2,1,4,32.24,3.22,4.84,1.62
253,7060,2,1,35,10.25,1.03,1.54,0.51
254,4558,2,2,18,24.36,2.44,3.65,1.21
255,4889,2,1,20,20.94,2.09,3.14,1.05
256,5341,1,1,28,10.35,1.03,1.55,0.52
257,6192,2,3,19,46.8,4.68,7.02,2.34
258,8445,2,1,29,37.44,3.74,5.62,1.88
259,4868,2,2,10,17.99,1.8,2.7,0.9
260,7614,3,1,17,19.65,1.96,2.95,0.99
261,5586,1,3,30,33.66,3.37,5.05,1.68
262,2183,3,3,12,11.78,1.18,1.77,0.59
263,5873,2,3,38,20.95,2.1,3.14,1.04
264,2190,3,1,8,14.0,1.4,2.1,0.7
265,1633,3,1,35,47.85,4.78,7.18,2.4
266,5114,1,2,6,9.1,0.91,1.36,0.45
267,5193,2,3,31,14.42,1.44,2.16,0.72
268,6018,2,2,10,8.63,0.86,1.29,0.43
269,5956,1,2,24,34.56,3.46,5.18,1.72
270,4108,2,2,21,29.42,2.94,4.41,1.47
271,496,2,1,38,48.76,4.88,7.31,2.43
272,4079,2,3,35,23.41,2.34,3.51,1.17
273,6260,2,2,38,48.63,4.86,7.29,2.43
274,3691,3,2,39,34.32,3.43,5.15,1.72
275,7791,1,1,45,43.01,4.3,6.45,2.15
276,26,3,2,8,29.54,2.95,4.43,1.48
277,5365,3,3,26,43.43,4.34,6.51,2.17
278,2407,2,1,40,7.34,0.73,1.1,0.37
279,6682,2,3,2,13.87,1.39,2.08,0.69
280,4642,2,2,17,27.36,2.74,4.1,1.36
281,291,1,3,13,33.01,3.3,4.95,1.65
282,2437,1,2,17,15.39,1.54,2.31,0.77
283,4888,2,3,11,33.29,3.33,4.99,1.66
284,218,3,2,22,14.41,1.44,2.16,0.72
285,2298,3,2,45,46.04,4.6,6.91,2.31
286,2532,3,1,49,21.85,2.18,3.28,1.1
287,8366,2,2,37,43.7,4.37,6.56,2.19
288,226,2,2,5,48.44,4.84,7.27,2.43
289,295,3,1,45,12.92,1.29,1.94,0.65
290,4895,1,3,24,48.49,4.85,7.27,2.42
291,2389,1,3,49,45.31,4.53,6.8,2.27
292,4918,1,3,3,9.48,0.95,1.42,0.47
293,7166,1,3,27,7.99,0.8,1.2,0.4
294,5270,1,2,12,28.78,2.88,4.32,1.44
295,81,3,1,38,36.48,3.65,5.47,1.82
296,6045,1,3,17,41.52,4.15,6.23,2.08
297,2124,1,2,25,47.54,4.75,7.13,2.38
298,7182,3,2,34,23.62,2.36,3.54,1.18
299,680,2,2,17,26.49,2.65,3.97,1.32
300,855,1,1,32,47.63,4.76,7.14,2.38
301,3692,2,3,44,40.66,4.07,6.1,2.03
302,1608,2,1,14,48.44,4.84,7.27,2.43
303,4595,3,2,14,46.46,4.65,6.97,2.32
304,8536,2,2,27,39.21,3.92,5.88,1.96
305,2899,2,2,3,44.7,4.47,6.7,2.23
306,7830,3,3,31,28.01,2.8,4.2,1.4
307,2120,1,1,13,36.37,3.64,5.46,1.82
308,235,3,1,13,11.21,1.12,1.68,0.56
309,7995,1,2,6,36.28,3.63,5.44,1.81
310,6330,2,2,41,44.25,4.42,6.64,2.22
311,3448,1,3,3,31.12,3.11,4.67,1.56
312,7687,2,1,1,43.41,4.34,6.51,2.17
313,3351,3,1,32,22.5,2.25,3.38,1.13
314,4825,3,3,25,42.51,4.25,6.38,2.13
315,7043,1,3,28,29.37,2.94,4.41,1.47
316,3423,1,3,35,29.22,2.92,4.38,1.46
317,2336,1,3,16,48.3,4.83,7.24,2.41
318,7286,2,2,18,31.37,3.14,4.71,1.57
319,7782,2,2,35,6.0,0.6,0.9,0.3
320,6506,1,3,9,34.3,3.43,5.14,1.71
321,2929,2,1,36,38.96,3.9,5.84,1.94
322,6308,2,1,28,26.21,2.62,3.93,1.31
323,4388,3,2,47,9.94,0.99,1.49,0.5
324,942,3,1,50,7.47,0.75,1.12,0.37
325,6472,3,3,43,46.38,4.64,6.96,2.32
326,2348,3,1,11,27.02,2.7,4.05,1.35
327,6572,3,3,36,33.05,3.3,4.96,1.66
328,3611,2,2,7,26.4,2.64,3.96,1.32
329,161,1,3,41,49.67,4.97,7.45,2.48
330,5190,3,2,1,28.41,2.84,4.26,1.42
331,2310,1,2,12,47.32,4.73,7.1,2.37
332,4434,1,1,8,43.13,4.31,6.47,2.16
333,8602,2,3,48,24.32,2.43,3.65,1.22
334,6784,1,2,45,10.94,1.09,1.64,0.55
335,6362,2,1,1,20.25,2.02,3.04,1.02
336,2926,1,2,6,28.16,2.82,4.22,1.4
337,1237,2,3,1,5.4,0.54,0.81,0.27
338,1046,3,3,35,28.12,2.81,4.22,1.41
339,4762,2,3,16,14.03,1.4,2.1,0.7
340,5141,1,2,41,49.77,4.98,7.47,2.49
341,87,3,3,36,45.34,4.53,6.8,2.27
342,5524,3,3,12,34.96,3.5,5.24,1.74
343,1365,2,3,17,38.3,3.83,5.74,1.91
344,6782,2,3,45,29.49,2.95,4.42,1.47
345,4425,2,3,39,32.04,3.2,4.81,1.61
346,831,3,3,12,15.49,1.55,2.32,0.77
347,1101,3,3,42,7.42,0.74,1.11,0.37
348,6108,1,3,22,28.91,2.89,4.34,1.45
349,224,1,1,34,25.73,2.57,3.86,1.29
350,8356,2,3,1,19.81,1.98,2.97,0.99
351,1112,1,3,13,28.08,2.81,4.21,1.4
352,3192,3,3,14,34.34,3.43,5.15,1.72
353,1816,1,1,44,42.87,4.29,6.43,2.14
354,560,3,3,21,46.83,4.68,7.02,2.34
355,2468,3,1,50,39.49,3.95,5.92,1.97
356,341,2,2,22,46.79,4.68,7.02,2.34
357,6733,1,3,11,18.27,1.83,2.74,0.91
358,4884,3,3,47,42.88,4.29,6.43,2.14
359,4898,1,1,33,14.09,1.41,2.11,0.7
360,6162,2,3,25,21.63,2.16,3.24,1.08
361,3106,2,2,43,6.98,0.7,1.05,0.35
362,5303,2,3,49,44.43,4.44,6.66,2.22
363,247,3,1,23,22.38,2.24,3.36,1.12
364,2755,2,2,15,7.56,0.76,1.13,0.37
365,6826,2,2,45,31.74,3.17,4.76,1.59
366,4170,1,2,49,48.5,4.85,7.28,2.43
367,3028,2,2,7,46.2,4.62,6.93,2.31
368,5593,3,3,36,15.29,1.53,2.29,0.76
369,2320,2,1,12,15.18,1.52,2.28,0.76
370,1719,3,3,21,25.49,2.55,3.82,1.27
371,330,3,2,1,43.62,4.36,6.54,2.18
372,7737,2,3,50,22.06,2.21,3.31,1.1
373,8396,1,1,13,45.71,4.57,6.86,2.29
374,3245,3,1,8,31.74,3.17,4.76,1.59
375,1476,3,1,30,7.17,0.72,1.08,0.36
376,4638,2,3,10,9.22,0.92,1.38,0.46
377,3185,3,3,38,48.79,4.88,7.32,2.44
378,1411,3,1,6,42.08,4.21,6.31,2.1
379,3584,2,3,24,49.85,4.99,7.48,2.49
380,394,3,2,19,33.99,3.4,5.1,1.7
381,6105,2,1,41,18.41,1.84,2.76,0.92
382,5573,3,2,1,34.69,3.47,5.2,1.73
383,6404,2,1,28,9.42,0.94,1.41,0.47
384,3822,3,1,26,15.73,1.57,2.36,0.79
385,5111,1,2,9,45.79,4.58,6.87,2.29
386,3375,2,2,24,22.09,2.21,3.31,1.1
387,5334,2,3,24,36.95,3.7,5.54,1.84
388,742,3,3,43,30.05,3.01,4.51,1.5
389,5032,1,1,11,22.2,2.22,3.33,1.11
390,6812,2,1,12,35.4,3.54,5.31,1.77
391,3762,1,3,12,19.48,1.95,2.92,0.97
392,8410,1,2,50,35.57,3.56,5.34,1.78
393,4201,1,1,14,29.36,2.94,4.4,1.46
394,7198,2,3,12,17.12,1.71,2.57,0.86
395,8133,2,1,35,43.03,4.3,6.45,2.15
396,2945,1,2,28,12.85,1.28,1.93,0.65
397,7743,3,1,12,7.46,0.75,1.12,0.37
398,6679,2,1,35,33.34,3.33,5.0,1.67
399,1062,2,2,30,49.29,4.93,7.39,2.46
400,1108,2,3,49,41.98,4.2,6.3,2.1
401,2513,3,1,9,9.07,0.91,1.36,0.45
402,5846,1,1,20,23.62,2.36,3.54,1.18
403,3648,1,3,33,7.36,0.74,1.1,0.36
404,706,3,1,47,11.44,1.14,1.72,0.58
405,1639,1,2,18,40.02,4.0,6.0,2.0
406,6727,2,3,9,22.11,2.21,3.32,1.11
407,592,2,3,30,17.2,1.72,2.58,0.86
408,5047,1,2,21,28.37,2.84,4.26,1.42
409,800,1,1,2,5.35,0.54,0.8,0.26
410,6165,1,2,28,40.48,4.05,6.07,2.02
411,4686,3,3,38,6.01,0.6,0.9,0.3
412,2633,1,2,43,13.55,1.36,2.03,0.67
413,609,3,1,36,9.52,0.95,1.43,0.48
414,2329,1,2,48,29.37,2.94,4.41,1.47
415,5618,3,3,3,25.14,2.51,3.77,1.26
416,206,1,3,31,39.34,3.93,5.9,1.97
417,228,3,3,12,7.99,0.8,1.2,0.4
418,2082,1,2,9,10.48,1.05,1.57,0.52
419,5527,1,1,15,21.35,2.14,3.2,1.06
420,5832,2,2,27,37.29,3.73,5.59,1.86
421,201,3,2,31,44.8,4.48,6.72,2.24
422,3976,2,1,50,20.76,2.08,3.11,1.03
423,4887,2,3,4,38.27,3.83,5.74,1.91
424,6424,2,1,48,32.85,3.28,4.93,1.65
425,2593,2,1,41,8.37,0.84,1.26,0.42
426,997,3,3,24,23.91,2.39,3.59,1.2
427,8400,3,2,17,26.66,2.67,4.0,1.33
428,1183,2,2,17,5.8,0.58,0.87,0.29
429,3001,2,1,28,38.79,3.88,5.82,1.94
430,5255,3,2,34,28.11,2.81,4.22,1.41
431,8391,3,1,3,19.29,1.93,2.89,0.96
432,2137,2,1,3,16.85,1.69,2.53,0.84
433,6915,1,2,38,11.29,1.13,1.69,0.56
434,8280,2,1,46,46.2,4.62,6.93,2.31
435,5459,3,3,31,35.4,3.54,5.31,1.77
436,2334,3,3,50,6.72,0.67,1.01,0.34
437,4198,1,2,29,43.38,4.34,6.51,2.17
438,7143,1,1,34,43.27,4.33,6.49,2.16
439,470,1,2,20,48.24,4.82,7.24,2.42
440,5892,1,3,22,11.26,1.13,1.69,0.56
441,6927,1,2,42,26.84,2.68,4.03,1.35
442,5054,3,2,31,30.84,3.08,4.63,1.55
443,2025,2,3,20,20.17,2.02,3.03,1.01
444,2477,1,2,42,27.17,2.72,4.08,1.36
445,153,2,3,47,16.7,1.67,2.5,0.83
446,5086,1,3,7,14.45,1.44,2.17,0.73
447,2278,3,1,19,40.36,4.04,6.05,2.01
448,4191,1,2,19,30.86,3.09,4.63,1.54
449,5871,3,1,35,6.01,0.6,0.9,0.3
450,2392,1,2,23,34.98,3.5,5.25,1.75
451,2608,2,2,25,14.02,1.4,2.1,0.7
452,4521,1,3,15,24.75,2.48,3.71,1.23
453,2460,1,1,18,23.62,2.36,3.54,1.18
454,2480,3,3,49,5.45,0.55,0.82,0.27
455,7918,2,3,25,9.43,0.94,1.41,0.47
456,3121,1,2,23,23.7,2.37,3.56,1.19
457,460,2,2,24,45.08,4.51,6.76,2.25
458,3632,2,2,35,29.11,2.91,4.37,1.46
459,2811,1,2,14,12.71,1.27,1.91,0.64
460,2014,1,2,2,23.25,2.33,3.49,1.16
461,4052,3,1,7,13.15,1.32,1.97,0.65
462,2321,1,3,4,34.1,3.41,5.12,1.71
463,7991,3,1,43,24.95,2.5,3.74,1.24
464,7359,3,3,34,45.67,4.57,6.85,2.28
465,914,3,1,46,28.19,2.82,4.23,1.41
466,6152,3,1,45,49.71,4.97,7.46,2.49
467,7003,3,1,19,12.23,1.22,1.83,0.61
468,4339,1,1,32,40.5,4.05,6.08,2.03
469,2624,3,2,26,21.86,2.19,3.28,1.09
470,7153,3,1,6,7.88,0.79,1.18,0.39
471,6597,1,1,1,49.52,4.95,7.43,2.48
472,8464,3,3,4,5.85,0.58,0.88,0.3
473,4047,1,3,20,15.16,1.52,2.27,0.75
474,4563,1,1,37,33.82,3.38,5.07,1.69
475,3276,3,1,43,22.51,2.25,3.38,1.13
476,1794,2,3,2,39.67,3.97,5.95,1.98
477,6224,3,3,14,28.11,2.81,4.22,1.41
478,7040,1,2,2,41.54,4.15,6.23,2.08
479,7953,3,3,49,44.9,4.49,6.74,2.25
480,1779,2,1,29,46.85,4.69,7.03,2.34
481,7740,2,3,36,31.67,3.17,4.75,1.58
482,5403,2,2,3,48.79,4.88,7.32,2.44
483,1297,1,1,4,13.69,1.37,2.05,0.68
484,6883,3,2,1,20.0,2.0,3.0,1.0
485,2845,2,1,12,13.02,1.3,1.95,0.65
486,5246,3,3,11,31.14,3.11,4.67,1.56
487,3474,2,3,31,8.02,0.8,1.2,0.4
488,7937,1,3,45,41.72,4.17,6.26,2.09
489,1944,2,1,10,21.9,2.19,3.28,1.09
490,7489,3,2,4,35.44,3.54,5.32,1.78
491,8044,1,1,11,33.56,3.36,5.03,1.67
492,6605,1,2,47,11.23,1.12,1.68,0.56
493,6938,3,1,45,29.61,2.96,4.44,1.48
494,794,1,3,34,42.06,4.21,6.31,2.1
495,2833,1,2,18,40.53,4.05,6.08,2.03
496,2775,1,3,23,14.72,1.47,2.21,0.74
497,2831,3,1,38,5.86,0.59,0.88,0.29
498,7023,2,2,19,19.91,1.99,2.99,1.0
499,5477,1,2,42,37.38,3.74,5.61,1.87
500,6003,3,3,18,36.57,3.66,5.49,1.83
501,8492,1,1,32,29.74,2.97,4.46,1.49
502,5619,2,1,25,37.85,3.78,5.68,1.9
503,2024,3,3,22,35.51,3.55,5.33,1.78
504,5301,2,2,22,18.31,1.83,2.75,0.92
505,4309,2,1,15,37.41,3.74,5.61,1.87
506,2054,2,1,10,33.85,3.38,5.08,1.7
507,6926,1,2,3,34.25,3.42,5.14,1.72
508,7887,2,1,19,35.56,3.56,5.33,1.77
509,4357,2,3,24,44.46,4.45,6.67,2.22
510,5859,3,2,16,19.15,1.92,2.87,0.95
511,1962,2,3,35,9.33,0.93,1.4,0.47
512,6991,1,1,24,33.79,3.38,5.07,1.69
513,6668,2,1,20,38.39,3.84,5.76,1.92
514,7687,3,1,26,10.37,1.04,1.56,0.52
515,1917,3,3,48,47.48,4.75,7.12,2.37
516,6897,3,2,12,43.73,4.37,6.56,2.19
